time	trial	cursorx	cursory	hand_x	hand_Y	rotation	step	targetangle	targetposx	targetposy	garagelocation	garageposx	garageposy	homex	homey	group	trial_type
9.5367431640625e-07	2	-0.39166666666666666	-5.2315476190476193	-0.39166666666666666	-5.2315476190476193	0	5	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.02944493293762207	2	-0.2517857142857143	-5.371428571428571	-0.25178571428571428	-5.371428571428571	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.046478986740112305	2	-0.16785714285714284	-5.4833333333333334	-0.16785714285714284	-5.4833333333333334	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.06293797492980957	2	-0.027976190476190477	-5.5952380952380949	-0.027976190476190477	-5.5952380952380949	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.07958388328552246	2	0.027976190476190477	-5.6511904761904761	0.027976190476190477	-5.6511904761904761	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.09617495536804199	2	0.13988095238095238	-5.7351190476190474	0.13988095238095238	-5.7351190476190474	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.11266183853149414	2	0.22380952380952382	-5.7910714285714286	0.22380952380952382	-5.7910714285714286	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.12927699089050293	2	0.2517857142857143	-5.8190476190476188	0.25178571428571428	-5.8190476190476188	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.14591693878173828	2	0.30773809523809526	-5.875	0.30773809523809526	-5.875	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.16251683235168457	2	0.3357142857142857	-5.875	0.33571428571428569	-5.875	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.17908096313476562	2	0.3357142857142857	-5.875	0.33571428571428569	-5.875	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.19568300247192383	2	0.3357142857142857	-5.875	0.33571428571428569	-5.875	0	1	90	7.3478807948841188e-16	6.4047619047619051	1	9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
