time	trial	cursorx	cursory	hand_x	hand_Y	rotation	step	targetangle	targetposx	targetposy	garagelocation	garageposx	garageposy	homex	homey	group	trial_type
9.5367431640625e-07	3	-0.3559251771570036	-5.9299480808996874	-0.47559523809523807	-5.7071428571428573	-30	5	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.029593944549560547	3	-0.2590128105430307	-5.8739956999473062	-0.36369047619047618	-5.7071428571428573	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.046293020248413086	3	-0.2105566272360443	-5.846019509471116	-0.30773809523809526	-5.7071428571428573	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.06284594535827637	3	-0.2105566272360443	-5.846019509471116	-0.30773809523809526	-5.7071428571428573	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.07940387725830078	3	-0.18632853558255105	-5.832031414233021	-0.27976190476190477	-5.7071428571428573	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.09595203399658203	3	-0.20031663082064657	-5.8078033225795265	-0.27976190476190477	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.11262297630310059	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.12915301322937012	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.1457359790802002	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.16239094734191895	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.17897295951843262	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.19554686546325684	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.21211004257202148	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
0.2287309169769287	3	-0.17608853916715336	-5.7938152273414314	-0.25178571428571428	-5.6791666666666663	-30	1	90	7.3478807948841188e-16	6.4047619047619051	-1	-9.0	5.4047619047619051	0.0	-5.5952380952380949	1	1
